1681,1,1,ClaimNumber,Varchar2,200
1681,1,2,ClaimType,Varchar2,200
1681,1,3,ClaimLineNumber,Varchar2,200
1681,1,4,SubscriberID,Varchar2,200
1681,1,5,DependentID,Varchar2,200
1681,1,6,PlanTypeCode,Varchar2,200
1681,1,7,PlanTypeDesc,Varchar2,200
1681,1,8,CaseID,Varchar2,200
1681,1,9,CaseDesc,Varchar2,200
1681,1,10,UnitID,Varchar2,200
1681,1,11,UnitDesc,Varchar2,200
1681,1,12,TypeOfServiceCode,Varchar2,200
1681,1,13,TypeOfServiceName,Varchar2,200
1681,1,14,ProviderID,Varchar2,200
1681,1,15,ProviderName,Varchar2,200
1681,1,16,ProviderTypeCode,Varchar2,200
1681,1,17,ProviderTypeDesc,Varchar2,200
1681,1,18,PlaceOfServiceCode,Varchar2,200
1681,1,19,PlaceOfServiceDesc,Varchar2,200
1681,1,20,ProcCode,Varchar2,200
1681,1,21,ProcDesc,Varchar2,200
1681,1,22,ModifierCode,Varchar2,200
1681,1,23,DiagnosisCode,Varchar2,200
1681,1,24,DiagnosisDesc,Varchar2,200
1681,1,25,ServiceDate,Date,8
1681,1,26,ServiceUnits,Varchar2,200
1681,1,27,AmountPaid,Varchar2,200
1681,1,28,FromDate,Date,8
1681,1,29,ToDate,Date,8
1681,1,30,BilledAmount,Varchar2,200
1681,1,31,CopayAmount,Varchar2,200
1681,1,32,DeductibleAmount,Varchar2,200
1681,1,33,PPOSavings,Varchar2,200
1681,1,34,Coinsurance,Varchar2,200
1681,1,35,PlanLimitExclusion,Varchar2,200
1681,1,36,NotAllowed,Varchar2,200
1681,1,37,ClaimRecDate,Date,8
1681,1,38,ClaimPaidDate,Date,8
1681,1,39,VendorTaxID,Varchar2,200
1681,1,40,NetworkID,Varchar2,200
1681,1,41,NetworkName,Varchar2,200
1681,1,42,COBAmount,Varchar2,200
1681,1,43,INSFlag,Varchar2,200
1681,1,44,Claim_Check_Amount,Varchar2,200
1681,1,45,Previous_Paid,Varchar2,200
1681,1,46,Claim_Status,Varchar2,200
1681,1,47,UB_Proc,Varchar2,200
1681,1,48,UB_Billed,Varchar2,200
1681,1,49,UB_Revenue,Varchar2,200
1681,2,1,Trailer_flag,varchar2,200
1681,2,2,Record_Count,number,200
1681,2,3,Total_Payments,number,200
1681,2,4,Total_Refunds,number,200
1681,2,5,Creation_Date,date,200
1681,2,6,Creation_Time,date,200
1681,2,7,Low_Paid_Date,date,200
1681,2,8,High_Paid_Date,date,200
1681,2,9,Group_or_Listname,varchar2,200
1681,2,10,Include_Dental_Claims,varchar2,200
1681,2,11,Include_Rx_Claims,varchar2,200
1681,2,12,Include_Discount_Amounts,varchar2,200
1681,2,13,Include_Saved_claims,varchar2,200
