59,1,36,SEQUENCE_CODE,VARCHAR2,2
59,1,37,LOCATION_CODE,VARCHAR2,8
59,1,38,UNUSED_6,VARCHAR2,9
59,1,39,NETWORK_PAID_INDICATOR,VARCHAR2,1
59,1,40,NETWORK_PROVIDER_INDICATOR,VARCHAR2,1
59,1,41,PCP_RESPONSIBILITY_INDICATOR,VARCHAR2,1
59,1,42,SUBSCRIBER_ID,VARCHAR2,9
59,1,43,PLACE_OF_SERVICE_CODE,VARCHAR2,2
59,1,44,PRIMARY_DIAGNOSIS,VARCHAR2,5
59,1,45,PRIMARY_PROCEDURE_ICD_9,VARCHAR2,5
59,1,46,PROCEDURE_CODE_ICD_9_2,VARCHAR2,5
59,1,47,PROCEDURE_CODE_ICD_9_3,VARCHAR2,5
59,1,48,PROCEDURE_CODE_ICD_9_4,VARCHAR2,5
59,1,49,PROCEDURE_CODE_ICD_9_5,VARCHAR2,5
59,1,50,PROCEDURE_CODE_ICD_9_6,VARCHAR2,5
59,1,51,PROCEDURE_CODE_ICD_9_7,VARCHAR2,5
59,1,52,PROCEDURE_CODE_ICD_9_8,VARCHAR2,5
59,1,53,PROCEDURE_CODE_ICD_9_9,VARCHAR2,5
59,1,54,PROCEDURE_CODE_ICD_9_10,VARCHAR2,5
59,1,55,PROVIDER_TYPE_CODE_CLAIM,VARCHAR2,3
59,1,56,REFERRAL_INDICATOR,VARCHAR2,1
59,1,57,REGION,VARCHAR2,1
59,1,58,RELATIONSHIP_TO_SUBSCRIBER,VARCHAR2,1
59,1,59,COUNT_OF_PROCEDURES,VARCHAR2,2
59,1,60,UNUSED_7,VARCHAR2,2
59,1,1,ADJUSTMENT_TYPE_CODE,VARCHAR2,2
59,1,2,ADMIT_SOURCE,VARCHAR2,1
59,1,3,ADMIT_TYPE_CODE,VARCHAR2,5
59,1,4,UNUSED_1,VARCHAR2,9
59,1,5,BIRTH_DATE,DATE,10
59,1,6,CAPITATED_FACILITY_INDICATOR,VARCHAR2,1
59,1,7,CAPITATED_SERVICE_INDICATOR,VARCHAR2,1
59,1,8,UNUSED_3,VARCHAR2,9
59,1,9,NPS_CLAIM_ID,VARCHAR2,50
59,1,10,UNUSED_2,VARCHAR2,15
59,1,11,CLAIM_TYPE_CODE,VARCHAR2,2
59,1,12,UNUSED_4,VARCHAR2,9
59,1,13,DATA_SOURCE_CODE,VARCHAR2,5
59,1,14,DATE_OF_FIRST_SERVICE,DATE,10
59,1,15,DATE_OF_LAST_SERVICE,DATE,10
59,1,16,DATE_OF_SERVICE_FACILITY_DTL,DATE,10
59,1,17,DATE_PAID,DATE,10
59,1,18,DAYS,VARCHAR2,5
59,1,19,DEDUCTIBLE,NUMBER,9
59,1,20,DEPARTMENT,VARCHAR2,4
59,1,21,DME_INDICATOR,VARCHAR2,3
59,1,22,UNUSED_5,VARCHAR2,3
59,1,23,DIAGNOSIS_CODE_2,VARCHAR2,5
59,1,24,DIAGNOSIS_CODE_3,VARCHAR2,5
59,1,25,DIAGNOSIS_CODE_4,VARCHAR2,5
59,1,26,DIAGNOSIS_CODE_5,VARCHAR2,5
59,1,27,DIAGNOSIS_CODE_6,VARCHAR2,5
59,1,28,DIAGNOSIS_CODE_7,VARCHAR2,5
59,1,29,DIAGNOSIS_CODE_8,VARCHAR2,5
59,1,30,DIAGNOSIS_CODE_9,VARCHAR2,5
59,1,31,DIAGNOSIS_CODE_10,VARCHAR2,5
59,1,32,DISCHARGE_STATUS_CODE_UB,VARCHAR2,2
59,1,33,DISCOUNT,NUMBER,9
59,1,34,DRG,VARCHAR2,3
59,1,35,GENDER_CODE,VARCHAR2,1
59,1,61,PROCEDURE_CODE,VARCHAR2,5
59,1,62,PROC_CODE_2,VARCHAR2,5
59,1,63,PROC_CODE_3,VARCHAR2,5
59,1,64,PROC_CODE_4,VARCHAR2,5
59,1,65,PROC_CODE_5,VARCHAR2,5
59,1,66,PROC_CODE_6,VARCHAR2,5
59,1,67,PROC_CODE_7,VARCHAR2,5
59,1,68,PROC_CODE_8,VARCHAR2,5
59,1,69,PROC_CODE_9,VARCHAR2,5
59,1,70,PROC_CODE_10,VARCHAR2,5
59,1,71,GROUPNUMBER,VARCHAR2,6
59,1,72,SUBGROUP,VARCHAR2,4
59,1,73,PATIENT_MRN,VARCHAR2,12
59,1,74,UNUSED_8,VARCHAR2,9
59,1,75,BASE_CONTRACT_OPTION_ID,VARCHAR2,9
59,1,76,ZIP,VARCHAR2,5
59,1,77,SEGMENT,VARCHAR2,3
59,1,78,MEDICARE_ENTITLEMENT,VARCHAR2,3
59,1,79,MEDICARE_ELIGIBILITY,VARCHAR2,1
59,1,80,MEMBER_RATING_CATEGORY,VARCHAR2,2
59,1,81,MEDI_CARE_STATUS_DETAIL,VARCHAR2,3
59,1,82,FACILITY_NAME,VARCHAR2,30
59,1,83,FACILITY_ADDRESS,VARCHAR2,50
59,1,84,FACILITY_CITY,VARCHAR2,30
59,1,85,FACILITY_COUNTY_CODE,VARCHAR2,2
59,1,86,FACILITY_ZIP_CODE,VARCHAR2,25
59,1,87,UNUSED_9,VARCHAR2,14
59,1,88,NET_PAYMENT,NUMBER,12
59,1,89,ALLOWED_AMOUNT,NUMBER,12
59,1,90,CHARGE_SUBMITTED,NUMBER,12
59,1,91,MEMBER_LIABILITY,NUMBER,12
59,1,92,COPAYMENT,NUMBER,12
59,1,93,UNUSED_10,VARCHAR2,10
59,1,94,ERS_CLAIM_ID,VARCHAR2,20
59,1,95,SERVICE_CATEGORY,VARCHAR2,4
59,1,96,PRODUCT_CATEGORY,VARCHAR2,4
59,1,97,UNUSED_11,VARCHAR2,18
